url;url_contact;telephone;email;facebook
https://www.paris.fr/evenements/tournicoti-les-histoires-du-mercredi-10887;non renseigne;145895547;non renseigne;non renseigne
https://www.paris.fr/evenements/djam-en-concert-au-new-morning-le-11-juin-20620;https://shotgun.live/fr/events/djam-new-morning;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/stage-d-initiation-a-la-gravure-20658;non renseigne;153962150;non renseigne;non renseigne
https://www.paris.fr/evenements/ambrose-akinmusire-paris-jazz-festival-2022-20667;https://festivalsduparcfloral.paris;non renseigne;communication@traffixmusic.com;https://www.facebook.com/Paris-Jazz-Festival-214321475254636
https://www.paris.fr/evenements/visite-atelier-au-musee-carnavalet-la-domus-romaine-decorer-une-maison-a-lutece-20377;https://www.carnavalet.paris.fr/visiter/offre-culturelle/visite-atelier-la-domus-romaine-decorer-une-maison-lutece;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/visite-promenade-a-la-crypte-archeologique-de-l-ile-de-la-cite-la-crypte-dessous-dessus-20403;https://www.crypte.paris.fr/fr/activites/la-crypte-dessous-dessus;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/permanences-numeriques-20624;non renseigne;153246970;mediatheque.francoise-sagan@paris.fr;https://www.facebook.com/mediathequefrancoisesagan/
https://www.paris.fr/evenements/sortie-13-30-ans-20745;non renseigne;144410110;infojeunesse6@actisce.net;non renseigne
https://www.paris.fr/evenements/le-jardin-des-proportions-20466;https://www.paris.fr/equipements/la-ferme-de-paris-6597;non renseigne;non renseigne;https://fr-fr.facebook.com/LaFermedeParis/
https://www.paris.fr/evenements/pop-air-a-la-villette-17924;https://lavillette.com/programmation/pop-air_e1373;non renseigne;non renseigne;https://www.facebook.com/events/558550365285835/
https://www.paris.fr/evenements/laine-en-couleurs-17661;https://www.paris.fr/equipements/la-ferme-de-paris-6597;non renseigne;lafermedeparis@paris.fr;https://www.facebook.com/LaFermedeParis/
https://www.paris.fr/evenements/le-cinema-en-plein-air-mene-la-danse-a-la-villette-20832;https://lavillette.com/programmation/cinema-en-plein-air-2022_e1550;140037575;non renseigne;https://www.facebook.com/events/2016964751826128/2016964758492794/
https://www.paris.fr/evenements/atelier-les-petits-explorateurs-au-portugal-18250;non renseigne;145895547;non renseigne;non renseigne
https://www.paris.fr/evenements/visite-guidee-par-l-agence-scau-19759;https://www.pavillon-arsenal.com/fr/visites-activites/12425-rencontre-avec-cynthia-fleury-et-lagence-scau.html;non renseigne;non renseigne;https://www.facebook.com/PavillonArsenal/
https://www.paris.fr/evenements/concert-d-exception-au-profit-de-la-recherche-contre-le-cancer-20819;https://www.helloasso.com/associations/ligue-contre-le-cancer-comite-de-paris/evenements/un-concert-d-exception-pour-la-recherche-contre-le-cancer?_ga=2.58332202.1015488694.1653310682-1960658368.1626163158&_gl=1%2a10hwu9g%2a_ga%2aMTk2MDY1ODM2OC4xNjI2MTYzMTU4%2a_ga_TKC826G3G2%2aMTY1MzM4NTgwNy45Ny4xLjE2NTMzODU4MDguMA..;145009918;cd75@ligue-cancer.net;https://www.facebook.com/laliguecontrelecancer75
https://www.paris.fr/evenements/jephte-les-arts-florissants-paul-agnew-draghi-carissimi-18940;https://philharmoniedeparis.fr/fr/activite/23018;non renseigne;non renseigne;https://www.facebook.com/PhilharmoniedeParis
https://www.paris.fr/evenements/le-role-des-revues-egyptiennes-dans-la-nahda-18957;http://www.bulac.fr/node/2445;181691831;action-culturelle@bulac.fr;https://www.facebook.com/BULAC.Paris/
https://www.paris.fr/evenements/peach-tree-rascals-19033;non renseigne;non renseigne;non renseigne;https://www.facebook.com/events/515796309989927/
https://www.paris.fr/evenements/exposition-photographique-yokohama-shashin-le-japon-mis-en-couleur-19127;https://www.mcjp.fr/fr/agenda/yokohama-shashin;144379595;contact@mcjp.fr;https://www.facebook.com/MCJP.officiel
https://www.paris.fr/evenements/colloque-la-maternite-au-prisme-du-handicap-femmes-pour-le-dire-femmes-pour-agir-19186;https://fdfa.fr/colloque-2020-la-maternite-au-prisme-du-handicap/;145666397;contact@fdfa.fr;https://www.facebook.com/events/1178074082961615
https://www.paris.fr/evenements/les-cine-concerts-du-louxor-18698;https://www.cinemalouxor.fr/;33144639696;contact@cinemalouxor.fr;https://www.facebook.com/CinemaLouxor
https://www.paris.fr/evenements/fete-de-la-musique-avec-clemence-de-tournemire-quartet-19210;https://www.sunset-sunside.com/2022/6/artiste/1526/8313/;non renseigne;non renseigne;https://www.facebook.com/SunsetSunsideJazzClub/
https://www.paris.fr/evenements/kidromi-o-o-en-concert-a-fgo-barbara-19361;https://fgo-barbara.fr/programmation/kidromi-o-o-o-o;non renseigne;non renseigne;https://www.facebook.com/FGOBarbara
https://www.paris.fr/evenements/exposition-drag-queer-d-ambroise-au-centre-victor-gelez-19566;https://cpa-victorgelez.ifac.asso.fr/;155288790;gelez@paris.ifac.asso.fr;https://www.facebook.com/Victorgelez
https://www.paris.fr/evenements/la-morsure-de-tarentule-atelier-de-theatre-et-mouvement-danse-19615;https://www.facebook.com/events/461502782432529?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D;754563378;info@sudanzare.com;https://www.facebook.com/sudanzare
https://www.paris.fr/evenements/debat-femmes-et-feminismes-au-portugal-18097;https://www.paris.fr/equipements/mediatheque-jean-pierre-melville-1728;153827676;mediatheque.jean-pierre.melville@paris.fr;https://www.facebook.com/mediatheque.jeanpierre.melville/
https://www.paris.fr/evenements/une-histoire-du-portugal-17970;non renseigne;non renseigne;non renseigne;https://www.facebook.com/bhdv.paris/
https://www.paris.fr/evenements/heimat-un-espace-dans-le-temps-heimat-ist-ein-raum-aus-zeit-de-thomas-heise-19692;https://billetterie.memorialdelashoah.org/fr/evenement/heimat-ist-ein-raum-aus-zeit-heimat-un-espace-dans-le-temps-de-thomas-heise;142774472;contact@memorialdelashoah.org;https://www.facebook.com/MemorialShoah/?ref=ts
https://www.paris.fr/evenements/visages-de-l-exploration-au-xixe-siecle-du-mythe-a-l-histoire-19715;https://www.bnf.fr/fr;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/soiree-jeux-de-societe-19719;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/les-samedis-en-famille-creche-victor-masse-11200;https://www.association-calliope.fr/;683183746;contact@association-calliope.fr;https://www.facebook.com/calliopelittoral
https://www.paris.fr/evenements/les-samedis-en-famille-creche-villiot-19847;https://www.paris.fr/evenements/les-samedis-en-famille-16238;non renseigne;ateliersparentsenfants.momartre@gmail.com;non renseigne
https://www.paris.fr/evenements/les-samedis-en-famille-halte-garderie-penaud-11521;https://momenfamille.com/;non renseigne;contact@momenfamille.com;https://www.facebook.com/pedagogiemontessori/
https://www.paris.fr/evenements/exposition-d-art-nft-et-visite-de-galerie-virtuelle-sur-le-theme-de-la-fete-des-lanternes-bouddhiques-19949;https://www.coree-culture.org;147208386;info@coree-culture.org;https://www.facebook.com/CentreCulturelCoreen
https://www.paris.fr/evenements/un-jeu-de-piste-enquete-dans-paris-le-paris-est-tout-vert-19936;https://www.quiveutpisterparis.com/jeux-de-piste/le-paris-est-tout-vert/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/beirut-electro-parade-20094;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/final-20915;https://manifeste.ircam.fr/agenda/final/detail/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/vive-les-vacances-20945;https://www.paris.fr/equipements/bibliotheque-benoite-groult-19532;143224218;bibliotheque.benoite-groult@paris.fr;https://www.facebook.com/BibliothequeBenoiteGroult/
https://www.paris.fr/evenements/bal-arrange-3-venez-danser-avec-nous-20920;non renseigne;non renseigne;balarrange3@gmail.com;https://www.facebook.com/CieLHG
https://www.paris.fr/evenements/sobanova-dance-awards-6-20809;https://asso.sobanova.com/sobanova-dance-awards/;non renseigne;non renseigne;https://www.facebook.com/sobanova
https://www.paris.fr/evenements/les-nuits-des-forets-2022-21010;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/l-arboretum-de-paris-20160;non renseigne;non renseigne;education-environnement@paris.fr;https://www.facebook.com/parisnature
https://www.paris.fr/evenements/exposition-de-photographie-vie-nocturne-par-dimitri-sandler-19728;https://www.facebook.com/events/319162156955876;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/le-festival-we-love-green-est-de-retour-16909;https://www.welovegreen.fr/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/stages-ete-2022-21079;non renseigne;144320350;caarras@actisce.org;non renseigne
https://www.paris.fr/evenements/a-la-folie-theatre-cours-de-theatre-ados-21128;http://www.folietheatre.com/?page=AteliersStages&onglet=AteliersAdo;143551480;contact@folietheatre.com;non renseigne
https://www.paris.fr/evenements/paris-philex-2022-18700;https://www.lecarredencre.fr/timbre/paris-philex-2022/;non renseigne;non renseigne;https://fr-fr.facebook.com/toutsurletimbre/
https://www.paris.fr/evenements/omma-josef-nadj-21062;https://www.parislete.fr/fr/le-programme/omma;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/se-mobiliser-a-paris-pendant-la-guerre-d-algerie-une-journee-d-etude-du-comite-d-histoire-de-la-ville-de-paris-21138;non renseigne;non renseigne;dac.histoire@paris.fr;https://fr-fr.facebook.com/comite.dhistoire/
https://www.paris.fr/evenements/les-gros-patinent-bien-cabaret-en-carton-pierre-guillois-et-olivier-martin-salvan-21016;https://www.parislete.fr/fr/le-programme/les-gros-patinent-bien;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/des-cometes-laure-brisa-21024;https://www.parislete.fr/fr/le-programme/des-cometes;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/pragmatique-et-surtout-pas-punitive-l-ecologie-de-droite-peut-elle-nous-sauver-21038;https://fb.me/e/1uKsFWYT6;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/diam-min-tekky-soiree-de-soutient-a-l-apdm-le-2-juillet-a-fgo-barbara-21144;https://fgo-barbara.fr/programmation/diam-min-tekky-soiree-de-soutien-l-apdem-soiree-de-soutien-l-apdem?filtre%5Bliste_evenements%5D%5Btype%5D=0;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/recettes-magiques-atelier-6-12-ans-21129;https://www.betonsalon.net/spip.php?article1057;+33(0)145841756;publics@betonsalon.net;https://www.facebook.com/betonsalon
https://www.paris.fr/evenements/brad-mehldau-ian-bostridge-yom-leo-jassef-20788;https://festivalsduparcfloral.paris;non renseigne;communication@traffixmusic.com;https://www.facebook.com/Festivals-du-Parc-Floral-1154921344682697
https://www.paris.fr/evenements/festival-du-mieux-manger-21097;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/table-ronde-nos-identites-celles-qu-on-nous-impose-celles-qu-on-cache-20913;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/elan-finale-du-concours-international-de-composition-pour-orchestre-18919;https://philharmoniedeparis.fr/fr/activite/23553;non renseigne;non renseigne;https://www.facebook.com/PhilharmoniedeParis
https://www.paris.fr/evenements/150e-anniversaire-de-la-naissance-de-leon-blum-18732;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/cumbia-ya-18986;https://www.studio-ermitage.com/index.php/agenda/date/cumbia-ya-!-47;non renseigne;non renseigne;https://www.facebook.com/people/Cumbia-Ya/100063774907515/
https://www.paris.fr/evenements/seminaire-et-degustation-voyage-au-pays-du-the-vert-19026;https://www.mcjp.fr/;144379595;non renseigne;https://www.facebook.com/MCJP.officiel/
https://www.paris.fr/evenements/juifs-et-musulmans-de-la-france-coloniale-a-nos-jours-17919;https://www.histoire-immigration.fr/programmation/expositions/juifs-et-musulmans-de-la-france-coloniale-a-nos-jours;non renseigne;non renseigne;https://www.facebook.com/MNHIParis
https://www.paris.fr/evenements/la-violence-scolaire-17722;non renseigne;153447030;bibliotheque.saint-eloi@paris.fr;https://fr-fr.facebook.com/bibliothequesainteloi/
https://www.paris.fr/evenements/concert-elisabeth-salaun-project-womaninjazz-19267;https://www.lebaisersale.com/agenda?event=20220629;142333771;contact@lebaisersale.com;https://www.facebook.com/lebaisersale
https://www.paris.fr/evenements/mission-coupe-du-monde-de-rugby-2023-en-france-19153;https://volontaires.france2023.rugby/auth/realms/candidats/login-actions/registration?client_id=tmsSpa&tab_id=CV-dUQz8AXU;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/thoiry-wild-race-2022-19311;https://www.thoiry.net/thoiry-wild-race;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/nicolas-comment-marquis-19384;https://petitbain.org/events/marquis-nicolas-comment/;non renseigne;non renseigne;https://www.facebook.com/events/1265043630686156/?ref=newsfeed
https://www.paris.fr/evenements/atelier-l-amicale-des-insectes-avec-l-illustratrice-helene-rajcak-19424;non renseigne;142455640;bibliotheque.crimee@paris.fr;https://www.facebook.com/bibliothequecrimee/
https://www.paris.fr/evenements/no-lab-mode-economie-d-energie-19447;https://gaite-lyrique.net/evenement/no-lab-mode-economie-denergie;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/exposition-agustin-gomez-arcos-entre-la-memoire-et-l-oubli-19586;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/le-prix-de-l-or-19611;http://www.theatre-ouvert.com;142555550;resa@theatreouvert.com;https://www.facebook.com/theatreouvert1/
https://www.paris.fr/evenements/croisiere-commentee-sur-la-marne-et-le-monde-de-la-batellerie-19610;https://exploreparis.com/fr/3210-croisiere-marne-batellerie.html;non renseigne;non renseigne;https://fr-fr.facebook.com/tourisme.valdemarne/
https://www.paris.fr/evenements/les-collections-du-musee-d-art-et-d-histoire-de-l-hopital-saint-anne-17401;https://www.paris.fr/equipements/bibliotheque-georges-brassens-1733;153903030;bibliotheque.georges-brassens@paris.fr;non renseigne
https://www.paris.fr/evenements/mathieu-pernot-la-ruine-de-sa-demeure-19709;https://www.henricartierbresson.org/pratique/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/une-lettre-en-heritage-19835;https://billetterie.memorialdelashoah.org/fr/evenement/une-lettre-en-heritage;142774472;contact@memorialdelashoah.org;https://www.facebook.com/MemorialShoah/?ref=ts
https://www.paris.fr/evenements/mandrake-handshake-fleur-bleu-e-roseland-supersonic-free-entry-19860;non renseigne;non renseigne;non renseigne;https://fb.me/e/1jdygb43J
https://www.paris.fr/evenements/animation-danse-et-musique-mexicaines-19893;non renseigne;non renseigne;non renseigne;https://www.facebook.com/artemexicoparis/
https://www.paris.fr/evenements/boris-vian-le-parisien-ravi-19931;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/stars-guests-19969;https://petitbain.org/events/stars-guest/;non renseigne;non renseigne;https://fb.me/e/2nVOMSI2G
https://www.paris.fr/evenements/les-samedis-en-famille-creche-monplaisir-11427;https://www.paris.fr/evenements/les-samedis-en-famille-16238;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/un-jeu-de-piste-enquete-dans-paris-mystere-a-montmartre-19917;https://www.quiveutpisterparis.com/jeux-de-piste/mystere-a-montmartre/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/yannick-benoit-quartet-20007;https://www.lebaisersale.com/agenda?event=20220628;142333771;contact@lebaisersale.com;https://www.facebook.com/lebaisersale
https://www.paris.fr/evenements/concert-d-ouverture-festival-adolphe-sax-19961;https://www.festivaladolphesax.com/concerts2022;non renseigne;non renseigne;https://www.facebook.com/festivaladolphesax
https://www.paris.fr/evenements/stage-de-theatre-juillet-2022-paris-19878;https://www.eclatsremanence.fr/cours-et-stages-de-theatre;677118002;eclatsremanence@gmail.com;https://www.facebook.com/eclats.remanence
https://www.paris.fr/evenements/visite-guidee-de-l-expo-prendre-la-tangente-avec-mounir-ayache-20235;https://programmation.maifsocialclub.fr;144925090;maifsocialclub-paris@maif.fr;non renseigne
https://www.paris.fr/evenements/films-atelier-sensoriel-pour-les-tout-petits-20341;https://www.cinemasindependantsparisiens.fr/lenfance-de-lart/;non renseigne;non renseigne;https://fb.me/e/58x2PrWQP
https://www.paris.fr/evenements/au-fait-il-faut-que-je-vous-dise-chantal-cadoret-20454;non renseigne;33667683474;refculture@centrelgbtparis.org;https://www.facebook.com/centrelgbtparisidf
https://www.paris.fr/evenements/paris-sport-dimanches-place-de-venetie-20540;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/concert-rock-20541;non renseigne;142495590;bibliotheque.place-des-fetes@paris.fr;non renseigne
https://www.paris.fr/evenements/bibliotheque-hors-les-murs-au-jardin-nelson-mandela-19469;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/paris-sport-dimanches-parc-martin-luther-king-20561;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/atelier-croc-et-toi-20586;http://equipement.paris.fr/mediatheque-jean-pierre-melville-1728;153827676;mediatheque.jean-pierre.melville@paris.fr;https://www.facebook.com/mediatheque.jeanpierre.melville/
https://www.paris.fr/evenements/les-samedis-en-famille-16238;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/au-grand-air-exposition-20612;https://www.paris.fr/pages/la-fabrique-de-la-solidarite-6389;non renseigne;fabrique-solidarite@paris.fr;non renseigne
https://www.paris.fr/evenements/spring-madness-2-7records-leonxleon-cracki-ugz-20654;https://canal-barboteur.com;non renseigne;non renseigne;https://fb.me/e/1Hhi5EV24
https://www.paris.fr/evenements/autour-des-plantes-sauvages-20147;https://www.paris.fr/equipements/maison-paris-nature-17576;non renseigne;maisonparisnature@paris.fr;https://www.facebook.com/Parisbiodiversite
https://www.paris.fr/evenements/remise-du-prix-pour-un-premier-roman-20669;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/pianoid-20506;https://le360paris.com/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/atelier-d-ecriture-decouverte-oser-ecrire-20526;https://ateliers-ecriture.fr;676988974;langue.soi@gmail.com;non renseigne
https://www.paris.fr/evenements/visite-commentee-love-songs-pour-les-16-20-ans-20759;https://www.mep-fr.org/event/visites-commentees-love-songs-16-20-ans/;144787500;non renseigne;non renseigne
https://www.paris.fr/evenements/cineffable-projection-de-courts-metrages-18007;https://www.paris.fr/equipements/mediatheque-marguerite-duras-1752;155254910;mediatheque.marguerite-duras@paris.fr;https://fr-fr.facebook.com/MediathequeMargueriteDuras
https://www.paris.fr/evenements/double-clic-concevoir-la-renovation-de-votre-logement-grace-a-un-logiciel-3d-18158;non renseigne;153246970;mediatheque.francoise-sagan@paris.fr;non renseigne
https://www.paris.fr/evenements/stage-de-danse-afro-special-grands-debutants-avec-facine-l-eclipse-de-invictus-crew-19187;https://www.danseafrourbaine.com/event-details/stage-de-danse-afro-special-grands-debutants-avec-facine-leclipse-3;non renseigne;non renseigne;https://www.facebook.com/danseafrourbaineparis
https://www.paris.fr/evenements/open-air-avec-osmose-20641;https://bit.ly/osmosejardin21;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/les-animations-de-juin-a-l-heure-joyeuse-15428;non renseigne;180054760;bibliotheque.heurejoyeuse@paris.fr;https://www.facebook.com/heurejoyeusesaintseverin/
https://www.paris.fr/evenements/around-the-world-20865;http://alimentation-generale.net/evenements/2022-06-04#.Yoz8fyEaS-k;non renseigne;non renseigne;https://www.facebook.com/events/1072701046670356/
https://www.paris.fr/evenements/creation-d-une-carte-postale-a-l-aquarelle-avec-valerie-linder-20882;non renseigne;145895547;non renseigne;non renseigne
https://www.paris.fr/evenements/concert-musiques-actuelles-20861;non renseigne;153246970;non renseigne;https://www.facebook.com/mediathequefrancoisesagan
https://www.paris.fr/evenements/visite-guidee-insolite-de-la-butte-aux-cailles-11103;https://www.lacachettedeparis.fr;766268788;visites@lacachettedeparis.fr;http://www.facebook.com/CacheDansParis
https://www.paris.fr/evenements/cine-re-creation-mon-voisin-totoro-20934;https://www.cinemabalzac.com/film/mon-voisin-totoro-2002/;677626140;marc@etoile-cinemas.com;https://www.facebook.com/cinemalebalzac
https://www.paris.fr/evenements/alter-ego-20912;https://manifeste.ircam.fr/agenda/alter-ego/detail/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/de-tinieblas-20902;https://manifeste.ircam.fr/agenda/de-tinieblas/detail/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/polytopes-reouverture-de-l-espace-de-projection-20904;https://manifeste.ircam.fr/agenda/polytopes/detail/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/nature-a-paris-le-programme-13407;non renseigne;non renseigne;non renseigne;https://facebook.com/parisnature
https://www.paris.fr/evenements/newimages-festival-2022-21004;https://newimagesfestival.com/;144766300;contact@forumdesimages.fr;https://www.facebook.com/NewImages.Festival/
https://www.paris.fr/evenements/ateliers-enfants-exposition-temporaire-charles-camoin-le-moulin-rouge-21047;https://museedemontmartre.fr/evenements/visite-atelier-le-moulin-rouge/;149258942;jeunepublic@museedemontmartre.fr;non renseigne
https://www.paris.fr/evenements/temoignage-d-un-pollueur-repenti-21060;https://fb.me/e/1EVD7dQAy;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/vintage-beach-market-dimanche-d-ete-au-6b-21092;https://fb.me/e/1uz7PK24G;non renseigne;non renseigne;https://www.facebook.com/Le6b.SaintDenis
https://www.paris.fr/evenements/concert-broadway-21102;http://www.choeur-calligrammes.fr/;non renseigne;non renseigne;https://www.facebook.com/Calligrammes/
https://www.paris.fr/evenements/g-u-i-d-groupe-urbain-d-intervention-dansee-21081;https://www.parislete.fr/fr/le-programme/guid-angelin-preljocaj;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/ottilie-b-coeur-3-21064;https://www.parislete.fr/fr/le-programme/ottilie-b;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/loic-lantoine-the-very-big-experimental-toubifri-21034;https://www.parislete.fr/fr/le-programme/loic-lantoine-and-the-very-experimental-toufibri-orchestra;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/portrait-chinois-karim-messaoudi-21126;https://www.parislete.fr/fr/le-programme/portrait-chinois;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/l-oreille-ne-fait-pas-la-sieste-11593;https://bibliotheques.paris.fr/;155254910;mediatheque.marguerite-duras@paris.fr;https://www.facebook.com/MediathequeMargueriteDuras/
https://www.paris.fr/evenements/geo-fourrier-voyageur-et-maitre-des-arts-decoratifs-exposition-16336;non renseigne;142781460;bibliotheque.forney@paris.fr;https://fr-fr.facebook.com/Bibliotheque.Forney
https://www.paris.fr/evenements/paris-12e-ou-donner-vos-vetements-a-paris-11139;https://www.emmaus-solidarite.org/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/paris-13e-ou-donner-vos-vetements-a-paris-11142;http://aurore.asso.fr/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/saint-saens-n-2-alexandre-kantorow-11440;https://www.maisondelaradio.fr/evenement/concert-symphonique/saint-saens-ndeg-2-alexandre-kantorow;156401516;contact.billetterie@radiofrance.com;non renseigne
https://www.paris.fr/evenements/chostakovitch-n-8-juraj-valcuha-11643;https://www.maisondelaradio.fr/evenement/concert-symphonique/chostakovitch-ndeg-8-juraj-valcuha;156401516;contact.billetterie@radiofrance.com;non renseigne
https://www.paris.fr/evenements/cours-d-initiation-a-la-recherche-13432;non renseigne;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/sunday-tribute-arctic-monkeys-supersonic-14621;non renseigne;non renseigne;non renseigne;https://www.facebook.com/events/4764928996885877
https://www.paris.fr/evenements/premiers-pas-en-art-therapie-15034;non renseigne;non renseigne;pascale.camus@icloud.com;https://www.facebook.com/atelierspascalec
https://www.paris.fr/evenements/chatelet-musical-club-12991;https://www.chatelet.com/;140282840;relations-publiques@chatelet.com;https://fr-fr.facebook.com/theatrechatelet/
https://www.paris.fr/evenements/sur-la-route-des-chefferies-du-cameroun-15219;https://www.quaibranly.fr/fr/;non renseigne;non renseigne;non renseigne
https://www.paris.fr/evenements/bruit-festival-theatre-et-musique-15117;https://aquarium.mapado.com;143749961;non renseigne;https://www.facebook.com/THEATREDELAQUARIUM/
